Unnamed: 0,NOS Title
semae3304.pdf,carrying out flight servicing and routine maintenance of aircraft
semae3311.pdf,maintaining flight control systems on aircraft
sempeo243.pdf,producing composite mouldings using wet lay-up techniques
group 1350,producing aircraft engine compressor assemblies;producing aircraft engine turbine assemblies;producing aircraft piston engine assemblies;producing aircraft engine major assemblies;producing aircraft engine gearbox assemblies;producing aircraft engine combustion assemblies;dressing aircraft engines;producing aircraft detail assemblies
group 1353,drilling and finishing holes in aircraft components;drilling and finishing holes in composite and/or metallic aircraft structures or components
group 1354,testing aircraft armament systems;testing aircraft de-icing systems;testing aircraft assisted escape systems;testing aircraft hydraulic systems
group 1363,"removing and replacing components of aircraft passive warning and optical/surveillance systems;removing and replacing components of aircraft radar systems;removing and replacing components of aircraft internal and external lighting systems;removing and replacing components of aircraft pitot static systems;removing and replacing avionic indication and gauging components in aircraft systems;removing and replacing components of aircraft armament systems;removing and replacing components of aircraft electrical power control, distribution and protection systems;removing and replacing components of aircraft navigational and computing systems;removing and replacing components of aircraft communication systems"
group 1364,"carrying out tests on aircraft communication systems;carrying out tests on aircraft pneumatic and vacuum systems;carrying out tests on aircraft environmental systems;carrying out tests on aircraft electrical power control, distribution and protection systems;carrying out tests on aircraft pitot static systems;carrying out tests on aircraft navigational and computing systems;carrying out tests on aircraft radar systems;carrying out tests on aircraft passive warning and optical/surveillance systems;carrying out tests on aircraft hydraulic systems;carrying out tests on aircraft fuel and storage systems;carrying out tests on aircraft flight guidance and control systems"
group 1365,"removing and replacing components of aircraft environmental systems;removing and replacing components of aircraft power transmission systems;removing and replacing components of aircraft cabin systems, equipment and furnishings;removing and replacing components of aircraft hydraulic systems;removing and replacing aircraft power plant and components"
group 1366,carrying out checks and tests on replaced airframe major assemblies;carrying out tests on aircraft power transmission systems
group 1367,overhauling aircraft gas turbine engine combustion assemblies;overhauling aircraft piston engines;overhauling aircraft gas turbine engine gearbox assemblies;stripping and rebuilding prototype engines for test;overhauling aircraft gas turbine engines by module replacement;overhauling aircraft gas turbine engine turbine assemblies;stripping and rebuilding engines for motorsport vehicles;overhauling aircraft gas turbine engine compressor assemblies
group 1368,"overhauling components of aircraft oxygen equipment;overhauling components of aircraft rotor heads, blades and power transmission equipment"
group 1369,"overhauling components of aircraft pneumatic, vacuum and environmental equipment;overhauling components of aircraft hydraulic equipment;overhauling components of aircraft fuel and lubrication equipment;overhauling major components of aircraft airframes"
group 1371,producing aeronautical electrical engineering drawings using computer aided techniques;producing aeronautical electronic engineering drawings using computer aided techniques
group 1372,produce detailed drawings using computer-aided techniques;produce detailed drawings using computer aided techniques;producing aeronautical mechanical engineering drawings using computer aided techniques
group 1373,producing aircraft composite mouldings using atl/afp laminating techniques;using pre-preg laminating techniques to produce composite mouldings;producing aircraft composite mouldings using resin film infusion techniques;using atl/afp laminating techniques to produce composite mouldings;using resin film infusion techniques to produce composite mouldings;producing aircraft composite mouldings using pre-preg laminating techniques
group 1375,using hand tools to trim composite mouldings;trimming aircraft composite mouldings using hand tools
group 1385,maintaining propeller/propulsor systems on aircraft;maintaining auto flight systems on aircraft;maintaining oxygen systems on aircraft;maintaining hydraulic systems on aircraft;maintaining lubricating oil systems on aircraft;maintaining flight control systems on rotorcraft;maintaining pneumatic systems on aircraft;maintaining vacuum systems on aircraft;maintaining electrical power systems on aircraft;maintaining landing gear on aircraft;maintaining radar systems on aircraft;maintaining fuel systems on aircraft;maintaining ice and rain protection systems on aircraft;maintaining stabilisers on aircraft;maintaining air conditioning systems on aircraft;maintaining rotor drive systems on rotorcraft;maintaining cabin systems on aircraft;maintaining engine indicating systems on aircraft;maintaining rotor systems on rotorcraft;maintaining turbine engines on aircraft;maintaining fire protection systems on aircraft;maintaining wings on aircraft;maintaining bleed air systems on aircraft;maintaining lighting systems on aircraft;maintaining power plant on aircraft;maintaining engine exhaust systems on aircraft;maintaining reciprocating engine turbo-supercharging systems on aircraft;maintaining rotor blade and tail pylon folding systems on rotorcraft;maintaining engine water injection systems on aircraft;maintaining communication systems on aircraft;maintaining indicating and recording systems on aircraft;maintaining equipment and furnishings on aircraft;maintaining engine starting systems on aircraft
