index,NOS Title,One_suite,hierarchical
ppl 4km33.pdf,develop and deliver a menu which meets organisational standards and financial targets,hospitality management,19
ppl 4km34.pdf,manage the presentation and portion size of dishes in accordance with organisational standards,hospitality management,20
ppl 4km35.pdf,"manage a team to prepare, cook and present food to organisational standards",hospitality management,33
ppl 4km36.pdf,keep up to date with current industry and food trends,hospitality management,33
ppl 4km37.pdf,plan and design operational areas,hospitality management,33
ppl4km33.pdf,develop and deliver a menu which meets organisational standards and financial targets,hospitality management,19
pplhsl1.pdf,provide leadership for your team,hospitality supervision and leadership,9
pplhsl10.pdf,supervise food services,hospitality supervision and leadership,33
pplhsl11.pdf,supervise drink services,hospitality supervision and leadership,33
pplhsl12.pdf,supervise off-site food delivery services,hospitality supervision and leadership,33
pplhsl13.pdf,supervise cellar and drink storage operations,hospitality supervision and leadership,33
pplhsl14.pdf,"manage the receipt, storage or dispatch of goods",hospitality supervision and leadership,24
pplhsl15.pdf,supervise the wine store / cellar and dispense counter,hospitality supervision and leadership,5
pplhsl16.pdf,supervise vending services,hospitality supervision and leadership,14
pplhsl17.pdf,supervise housekeeping services,hospitality supervision and leadership,14
pplhsl18.pdf,supervise linen services,hospitality supervision and leadership,14
pplhsl19.pdf,monitor and solve customer service problems,hospitality supervision and leadership,12
pplhsl2.pdf,develop productive working relationships with colleagues,hospitality supervision and leadership,26
pplhsl20.pdf,supervise portering and concierge services,hospitality supervision and leadership,14
pplhsl21.pdf,supervise reception services,hospitality supervision and leadership,14
pplhsl22.pdf,supervise reservations and booking services,hospitality supervision and leadership,13
pplhsl23.pdf,improve the customer relationship,hospitality supervision and leadership,12
pplhsl24.pdf,provide learning opportunities for colleagues,hospitality supervision and leadership,27
pplhsl25.pdf,support the use of technological equipment in hospitality services,hospitality supervision and leadership,16
pplhsl26.pdf,supervise practices for handling payments,hospitality supervision and leadership,23
pplhsl27.pdf,contribute to the development of a wine list,hospitality supervision and leadership,5
pplhsl28.pdf,manage the environmental impact of your work,hospitality supervision and leadership,6
pplhsl29.pdf,contribute to the selection of staff for activities,hospitality supervision and leadership,14
pplhsl3.pdf,contribute to the control of resources,hospitality supervision and leadership,6
pplhsl30.pdf,ensure food safety practices are followed in the preparation and serving of food and drink,hospitality supervision and leadership,33
pplhsl31.pdf,lead meetings,hospitality supervision and leadership,38
pplhsl4.pdf,"maintain the health, hygiene, safety and security of the working environment",hospitality supervision and leadership,32
pplhsl5.pdf,lead a team to improve customer service,hospitality supervision and leadership,9
pplhsl6.pdf,contribute to promoting hospitality services and products,hospitality supervision and leadership,7
pplhsl7.pdf,supervise food production operations,hospitality supervision and leadership,33
pplhsl8.pdf,supervise functions,hospitality supervision and leadership,12
pplhsl9.pdf,contribute to the development of recipes and menus,hospitality supervision and leadership,19
promote-and-support-creative-thinking-in-a-food-and-drink-business-impbp405.pdf,promote and support creative thinking in a food and drink business,food business strategic leadership,26
provide-governance-for-your-food-and-drink-business-impbp301.pdf,provide governance for your food and drink business,food business strategic leadership,33
provide-leadership-in-your-area-of-responsibility-of-a-food-and-drink-business-impbp204.pdf,provide leadership in your area of responsibility of a food and drink business,food business strategic leadership,33
secure-commitment-to-a-strategy-or-policy-in-a-food-and-drink-business-impbp111.pdf,secure commitment to a strategy or policy in a food and drink business,food business strategic leadership,35
sflscm100.pdf,analyse and evaluate the performance of suppliers,supply chain management,4
sflscm101.pdf,schedule the flow of supplies in the supply chain,supply chain management,4
sflscm102.pdf,specify the requirements for the storage of supplies,supply chain management,4
sflscm103.pdf,select locations and facilities for storing supplies,supply chain management,4
sflscm105.pdf,specify requirements for the distribution of supplies,supply chain management,4
sflscm106.pdf,select distribution methods for supplies,supply chain management,4
sflscm107.pdf,schedule the distribution of supplies,supply chain management,4
sflscm108.pdf,select supply return methods,supply chain management,4
sflscm109.pdf,select transportation methods for supplies,supply chain management,4
sflscm110.pdf,schedule the transportation of supplies,supply chain management,4
sflscm111.pdf,select methods of exporting supplies,supply chain management,4
sflscm112.pdf,select methods of importing supplies,supply chain management,4
sflscm115.pdf,apply improvements to the supply chain,supply chain management,4
sflscm116.pdf,monitor the achievement of project tasks,supply chain management,4
sflscm117.pdf,monitor supplies at storage locations and facilities,supply chain management,4
sflscm118.pdf,complete export procedures and requirements,supply chain management,4
sflscm119.pdf,complete import procedures and requirements,supply chain management,4
sflscm120.pdf,administer contracts,supply chain management,4
sflscm125.pdf,place and confirm orders with suppliers,supply chain management,4
sflscm126.pdf,monitor and progress the delivery of orders,supply chain management,4
sflscm127.pdf,monitor the flow of supplies in the supply chain,supply chain management,4
sflscm130.pdf,monitor the distribution of supplies,supply chain management,4
sflscm131.pdf,monitor the flow of returned supplies,supply chain management,4
sflscm132.pdf,monitor the transportation of supplies,supply chain management,4
sflscm76.pdf,develop a supply chain strategy for the organisation,supply chain management,4
sflscm77.pdf,establish strategic relationships within the supply chain,supply chain management,4
sflscm78.pdf,improve the performance of the supply chain,supply chain management,4
sflscm79.pdf,commission projects to develop the supply chain,supply chain management,4
sflscm80.pdf,plan the flow of supplies through the supply chain,supply chain management,4
sflscm81.pdf,plan the procurement of supplies in the supply chain,supply chain management,4
sflscm83.pdf,plan the distribution of supplies in the supply chain,supply chain management,4
sflscm84.pdf,plan the transportation of supplies in the supply chain,supply chain management,4
sflscm85.pdf,plan the export and import of supplies in the supply chain,supply chain management,4
sflscm86.pdf,"maintain, improve and develop operational relationships within the supply chain",supply chain management,4
sflscm87.pdf,obtain and analyse information on the performance of the supply chain,supply chain management,4
sflscm88.pdf,propose improvements to the supply chain,supply chain management,4
sflscm89.pdf,introduce improvements to the supply chain,supply chain management,4
sflscm90.pdf,plan projects to develop the supply chain,supply chain management,4
sflscm91.pdf,manage projects to develop the supply chain,supply chain management,4
sflscm92.pdf,negotiate for supplies,supply chain management,4
sflscm93.pdf,contract with other organisations,supply chain management,4
sflscm94.pdf,review the outcomes of contracts,supply chain management,4
sflscm95.pdf,analyse and evaluate information on the procurement of supplies in the supply chain,supply chain management,4
sflscm96.pdf,select suppliers for the supply chain,supply chain management,4
sflscm97.pdf,produce specifications for supplies,supply chain management,4
sflscm98.pdf,evaluate the capability of suppliers to meet supply specifications,supply chain management,4
sflscm99.pdf,schedule and approve the placing of orders,supply chain management,4
support-commissioning-of-plant--equipment-and-process-in-food-manufacture-impem103.pdf,"support commissioning of plant, equipment and process in food manufacture",engineering maintenance in food manufacture,32
support-decision-making-in-a-food-and-drink-business-impbp208.pdf,support decision-making in a food and drink business,food business strategic leadership,33
support-organisational-development-in-a-food-and-drink-business-impbp401.pdf,support organisational development in a food and drink business,food business strategic leadership,33
