sustainable business practice,34
fabrication and welding suite 2,34
road building and maintenance,33
automotive glazing,33
health and safety,33
performing engineering operations suite 1,33
coronary heart disease,33
engineering toolmaking suite 3,33
road passenger transport operations,33
electrical and electronic engineering suite 3,33
african type hair hairdressing standards,33
sustainable food production,33
local land charges and property information 2009,32
travel and tourism,32
trade union representatives and professional,32
heritage skills construction,32
mechanical engineering services,32
community arts,32
policing and law enforcement c3,32
electronic security systems,32
clinical imaging,32
food safety,32
tuc core trade union role,32
investment operations,32
road passenger vehicle driving,32
public services revised,32
mental health,31
residential block management,31
network construction operations,31
spectator safety,31
youth work,31
downstream operations,31
maintenance and repair lift truck,30
investment strategy and management,30
cleaning and support services 2009,30
community learning and development v2 2010,30
vehicle sales v3,30
wood products manufacturing,30
children and young people’s health services,30
gas network operations,30
work with parents,30
accessing operations and rigging construction,29
gas networks engineering management,29
interactive media and computer games,29
drugs and alcohol,29
production management,29
exercise and fitness,29
security and loss prevention,29
electrotechnical services,29
print administration,29
technical theatre and live performance sound and lighting,29
flight deck crew,29
it users,29
outdoor sector senior roles,28
driver training,28
life sciences and related industries 3,28
work with parents v2 2010,28
uk waterways passenger services,28
radiation protection,28
mines management,28
general takaful,28
maintenance and repair heavy vehicle,28
international trade and logistics operations,28
glazing,28
public services,28
languages 2013,28
editing,28
decorative finishing and industrial painting occupations construction,28
aviation ground security operations,27
producing surface coatings,27
complementary and natural healthcare,27
business improvement techniques suite 3 2008,27
soft furnishings,27
maternity and care of the newborn,27
fundraising,27
weather forecasting and observing,27
publishing,27
expedition leadership and management,27
associated industrial services occupations construction,27
marketing 2013,27
craft ceramics,27
electrical and electronic servicing,27
lpg installation and maintenance,27
beauty therapy 2009,27
quality and improvements in food manufacture,27
advertising sales,26
sale of residential property,26
"installation of domestic fascias, soffits and bargeboards",26
sales 2013,26
frontline environmental services,26
rail operations supervisory,25
construction site supervision,25
community development,25
laundry and dry cleaning,25
emergency fire services management,25
live events and promotions management,25
land registration,25
aviation operations in the air cabin crew,25
built environment design management,25
"engineering woodworking, pattern and model making suite 3 2002",25
interior systems construction,25
policy delivery public services,25
processing operations for the extractive and mineral processing industries,25
textiles and material design,25
accident repair body,25
surface mineral development,24
insulation and building treatments construction,24
wood merchants,24
courts and tribunals,24
specialist concrete occupations construction,24
emergency response,24
furniture restoration and service repair,24
specialist cleaning,24
nuclear decommissioning,24
plant operations construction,23
law and compliance for broadcasting,23
dance leadership,23
cctv operations,23
optical manufacturing,23
safety case preparation,23
health informatics,23
mail services,23
social marketing,23
maintenance and repair light vehicle,23
blasting operations,23
trowel occupations construction,22
"laundry, wet and dry cleaning",22
hairdressing,22
"health, safety and environmental management in the extractive and mineral processing industries",22
production of glass supporting fabrications,22
engineering technical support suite 2 2007,22
agricultural management,22
accountancy and finance,22
nail services 2009,22
bank accounts,22
metal processing and allied operations,22
business and enterprise support 2013,22
sweet confectionery,22
engineering leadership suite 3,22
physical special effects,22
waste resource operations management,22
pension scheme trusteeship,21
providing independent sexual violence advice and advocacy,21
vehicle parts operations,21
mentoring and befriending of offenders and those at risk of offending,21
dimension stone,21
brewing,21
"life, pensions and investments",21
glass manufacturing,21
logistics operations,21
"surveying, property maintenance and valuation",21
"surveying, property maintenance 2010",21
forensic mental health,21
offshore drilling operations,21
digital print production,20
construction operations and civil engineering services construction,20
financing and credit,20
insurance technicians supervisors,20
retail merchandising,20
learner involvement,20
activity leadership,20
endoscopy,20
social work,20
marketing communications advertising,20
fresh produce,20
administration of local revenues and benefits,20
jetty operations,20
oil fired technical services,20
integrated logistic support ils management suite 4 2003,20
parking control occupations,20
rehabilitation technical services,20
electoral services,20
marketing and sales standards for non specialists,20
port security operations,20
chemotherapy,20
life sciences 2013,20
laboratory science suite 3 2009,20
allergy services,19
food safety for manufacturing,19
distilling,19
mine surveying operations,19
construction contracting operations,19
advice and guidance,19
music business collecting societies,19
"fenestration, installation",19
perioperative care support,19
leisure vehicle building,19
optical retailing,19
family learning v2 2010,19
integrated systems engineering,19
scientific manufacture suite 3 2009,19
precast concrete operations,18
laboratory science suite 2 2009,18
scientific manufacture suite 2 2009,18
metal processing and allied operations suite 3,18
hairdressing and barbering,18
transportation of radioactive materials,18
tunnelling operations construction,18
democratic services,18
production accounting,18
construction site management,18
asbestos,18
construction plant or machinery maintenance,18
long term conditions case management,18
cladding occupations construction,18
broadcast engineering,18
auto electrical and mobile electrical installation,18
traffic management,18
wine making,18
property caretaking facilities services,18
health protection,18
wind turbine,18
sound,18
composite engineering suite 2,18
food business strategic leadership,18
development worker,17
quality and improvement in food and drink operations,17
paper manufacturing,17
construction senior management,17
technical theatre and live performance stage management,17
life sciences and related industries 2,17
operational services,17
career development,17
complementary therapies and healthcare,17
"accident repair mechanical, electrical and trim",17
sawmilling,17
harbour masters,17
healthcare science,17
music business record labels,17
countering financial crime,17
electricity network control engineer,17
occupational work supervision construction,17
maintenance and repair motorcycle,17
construction contracting operations management,17
mines rescue operations,17
"access operations and rigging broadcast, film and video",17
forensic science,17
counselling national occupational standards v4,16
transport planning,16
residential property letting and management,16
furniture making,16
rail engineering traction and rolling stock suite 3,16
vehicle parts operations v3,16
business improvement techniques suite 2 2008,16
waterproof membrane roofing systems,16
human identity and biometrics,16
engineered wood,16
environmental technology systems and equipment,16
stagehands,16
sport and physical activity administration and governance,16
accident repair paint,16
energy advisers,16
supported employment,16
lighting for film and tv,16
business and administration 2010,16
visual effects,16
watch management,16
body building,16
heritage,16
"inspectors of health, social care, children and young peoples services",16
nuclear operations,16
research and development,16
maintaining plant and systems electrical,16
utilities network planning and management,16
maintaining plant and systems instrument and controls,16
rail engineering signalling suite 3,16
governance nos,16
community development 2009,15
environmental awareness and management,15
mine ventilation and ground control engineering,15
vehicle rental,15
hair and make up,15
built environment design and consultancy practice,15
family learning,15
finishing furniture,15
debt collections,15
rail engineering telecoms suite 3,15
maintaining plant and systems mechanical,15
marine engineering,15
human resources,15
support operations in food and drink operations,15
london market,15
support operations in food manufacture,15
resettlement of offenders,15
locksmithing,14
product development in food manufacture,14
fire safety,14
grip,14
food business growth and development,14
built environment design,14
sports therapy,14
stock and despatch in food manufacture,14
blood donor support.,14
ionising radiation measurement instrumentation,14
safety services oil and gas extraction,14
treatment process operations,14
lean npdi suite 4 2006,14
managing justice sector services,14
mechanical fire protection,14
prevention and management of violence in the workplace 2013,14
production design,14
managing in road passenger transport,14
radiopharmacy,14
"technical theatre and live performance wardrobe, hair and makeup",14
administration for mortgage and or financial planning intermediaries,14
"kitchen, bedroom and bathroom design",14
keyholding and response,14
campaigning,14
milling and cereals,14
grips and crane technicians,14
nuclear material accountancy and safeguards,14
ticketing,14
packing,14
investigations,13
engineering leadership and management suite 5,13
continence care,13
learning and development 2010,13
beauty therapy advanced practices,13
industrial design,13
performing building products operations,13
"libraries, archives, records and information management services",13
supervision of underground mining operations,13
game and wildlife management,13
public protection,13
restorative practice,13
"solid surface fabrication, installation and templating",13
technical support,13
man made fibres,13
woodmachining construction sawmilling extrusion furniture,13
infection prevention and control,13
risk management for the financial sector,13
radiotherapy,13
nail services,13
intelligence analysis,13
innovative modern methods of construction,12
site inspection,12
food business resource development,12
materials processing and finishing suite 2 and 3 2003,12
engineering toolmaking level 3,12
investigations 2010,12
dental nursing,12
transport planning technical support,12
accident repair smart pdr,12
physical security,12
water fittings regulations byelaws enforcement,12
floorcovering occupations construction,12
scientific manufacture suite 4 2009,12
continuing airworthiness suite 4,12
event security operations,12
refractory installation construction,12
remote monitoring operations,12
prevention and management of work related violence,12
sound production film and tv,12
public relations 2013,12
veterinary paraprofessional activities,12
props,12
maintenance and repair heavy vehicle trailer,12
removal of hazardous and non hazardous waste construction,12
sewerage maintenance,12
glass related operations,12
skills for security essential employability,12
asbestos surveying and analysis,12
providing close protection,11
information destruction operations,11
hospitality quick service,11
police custody,11
officiating level 3,11
motorsport,11
cash processing operations,11
branch management and business and customer commercial relationship management,11
precast and prestressed concrete operations,11
supervision of port operations,11
sport and play surfaces level 3,11
custodial administration,11
automated bakery,11
residential landlords,11
providing legal services,11
sensory services,11
providing cash and valuables in transit services,11
management and business consultancy nos 2009,11
common standards across the justice sector,11
clock and watch servicing suite 3 2007,11
offshore surveying,11
personal tutoring,11
laboratory science suite 4 2009,10
utilities control centre operations,10
floristry,10
technical surveillance counter measures,10
coaching and mentoring,10
vehicle recovery,10
children and young peoples workforce,10
securing void properties,10
customer payments for financial products and services,10
countering cybercrime,10
"nos for the development, implementation and review of nos",10
sports coaching level 3,10
air tightness testing,10
clock and watch servicing suite 2 2007,10
barbering,10
immersive technology,10
business improvement techniques suite 5 2006,10
craft blacksmithing,10
enforcement agents previously private bailiffs,10
plant operations extractives,10
craft glass,10
enterprise nos,10
roadside assistance,10
sport and exercise science,10
vessel traffc services operations,10
food business operational management,10
weighbridge operations,10
rental and leasing maintenance advisors,10
directors,10
metal processing and allied operations suite 2,10
security management,10
facilitating the personal development of athletes and players,10
paraplanning,9
carton manufacture,9
rail engineering telecoms suite 2,9
handbinding,9
forecourt operations,9
balanced sourcing and new product development,9
multi utility network design,9
genetics and genomics,9
installing plant and systems small bore tubing occupations,9
senior producers,9
learning delivery,9
digital production skills,9
radio content creation nos 2008,9
explosives substances and articles suite 3 2009,9
design for the moving image,9
farriery,9
local government skills,9
trading standards and environmental health,9
workforce planning,9
technical textiles,9
fire and rescue operations in the community,9
rail engineering signalling suite 2,9
technical theatre and live performance workshop,9
interpreting,9
marine pilots,9
construction and civil engineering operations,9
providing financial advice and financial planning,9
barbering 2008,9
financial services core competences,9
wood technology,9
accident repair smart cosmetic,9
welding supervision,9
moving loads,8
green deal energy advice,8
bulk liquid operations,8
patient education,8
drinks dispense systems,8
design and draughting,8
tubing operations,8
armourers,8
abnormal load escorting,8
financial services customer care,8
inspection of public sector services,8
manufacturing sewn products,8
heating and ventilating,8
governance of risk 2013,8
mastic asphalt construction,8
wall and floor tiling construction,8
equine barefoot care,8
leisure management,8
maintenance and repair caravans and motorhomes,8
instructing exercise and fitness,8
refrigeration and air conditioning,8
chimney engineering construction,8
facilities management level 4,8
construction using off site manufactured assemblies,8
recruitment,8
wood fuel,8
caseworkers in the justice sector,8
commercial energy advice,8
breast screening and assessment,8
constructing capital plant steel structures erecting,8
crofters and smallholders,8
monitoring engineering construction activities,8
nuclear regulators,7
intercultural working standards for working with people from different countries and diverse cultures,7
equine dental care,7
installing plant and systems mechanical,7
measurement processes,7
supporting activities in engineering construction,7
piling operations construction,7
community wardens,7
formwork construction,7
thermal insulation construction,7
continuing airworthiness suite 2,7
distribution control,7
treatment processing and control in the water industry,7
activity leadership l2 2002,7
welding plate and pipework,7
outdoor programmes,7
mail handling security,7
fitted furniture installation,7
sports coaching,7
food safety in a logistics environment,7
understanding enterprise,7
qualified person medical products,7
solar thermal photovoltaic panel installation and surveying,7
envelope manufacture,7
offshore s1971 elected safety representatives,7
automated baking,7
controlling lifting operations construction,7
pest management,7
hire and leasing,7
onsite machining,7
expediting,7
operational delivery,7
self administration,7
rail engineering overhead line equipment construction suite 3,6
plumbing and domestic heating,6
risk management 2014,6
operating process plant,6
non domestic energy assessors,6
decontamination,6
addressing modern slavery,6
instructing physical activity and exercise,6
providing advice on savings for retirement,6
demolition construction,6
scientific quality operations,6
engineering leadership and management suite 4,6
maintain water supply network,6
non destructive testing,6
physical activity and health,6
credit management,6
building maintenance multi trade repair and refurbishment operations,6
bioinformatics,6
installing plant and systems pipefitting,6
industrial and commercial gas utilisation,6
rail engineering overhead line equipment construction suite 2,6
multi utility management skills,6
electrotechnical services electrotechnical technology and project management,6
achieving excellence in sports performance inc change june 2007,6
sport and active leisure,6
bespoke cutting and tailoring,6
financial services sales process,6
facilities management for senior managers,6
electrotechnical,6
providing advice on securities or derivatives in the retail market,6
cystoscopy and prostate biopsy,6
business information,6
rail engineering traction and rolling stock suite 2,5
electrical systems in petrol stations,5
officiating level 2,5
electricity smart metering,5
supporting public services pssf,5
maintaining a healthy weight,5
witness care,5
"coaching, teaching and instructing l2 2002",5
marine aggregate extraction,5
offshore crane operations,5
keyholding and response 2008,5
ensuring the compliance of electrical installation work in dwellings with the building regulations england and wales,5
pest control,5
electric and hybrid vehicles,5
well services mechanical wireline,5
bidding and tendering,5
2010 incremental change to the nos in interpreting,5
countering e crime,5
generic financial advice,5
security search operations,5
strategic housing,5
large goods vehicle driving instruction,5
stroke and transient ischaemic attack tia,5
operations in the community,5
leisure vehicle composite component manufacture,5
utility infrastructure management,5
condition monitoring,5
sport and play surfaces level 2,5
bidding and tendering 2013,5
installing and maintaining audio systems,5
secretary to the trustees of pension funds,5
cctv strategic and operational management,5
managing sport and active leisure,5
anaerobic digestion,5
leakage detection and control,5
site logistics operations construction,5
confined spaces,5
nos for it professional,5
long term conditions neurological care,4
temporary traffic management construction,4
dysphagia,4
construction diving operations,4
envelope manufacturing,4
post tensioning operations construction,4
fire rescue sector control operations 2007,4
coaching and mentoring in a work environment,4
air conditioning energy assessment,4
processing operations hydrocarbons control room,4
security co ordinators,4
pension trustee board secretaryship,4
officiating elite,4
"installation, testing and commissioning of electrical systems and equipment plant",4
african type hair barbering standards,4
lipspeaking,4
food business marketing and customer service,4
plant installation construction,4
security dog handling 2009,4
promoting physical activity,4
business and administration specialist parking administration 2013,4
addressing and responding to honour based violence,4
local land charges and property information,4
personal training,4
leisure vehicle component manufacture,4
live events and promotion,4
speech to text reporting,4
international trade and logistics operations higher level suite,4
super structure work occupations construction,4
uk occupational language standards 2010,4
fire rescue sector control operations,4
trustee and management committee,4
core fire and rescue,4
health economists,4
on construction domestic energy assessors,4
smart metering,4
home inspectors,4
wood treatment and preservation,4
bulk explosive truck operations,4
food retail and service in food manufacture,4
"testing, inspecting and thorough examination occupations",4
business continuity management 2013,4
carry and deliver goods,4
vehicle damage assessment operations,4
pool plant operations,4
motor vehicle valeting,4
gambling related harm workforce gamnos,4
building products leadership,4
governance of public sector services,4
electrical and electronic engineering suite 3 2004,4
product development,3
non domestic energy advisors,3
wood preserving industrial pre treatment construction,3
leisure management l3 2005,3
steelfixing construction,3
statutory periodic road worthiness test,3
sports development l2 2005,3
installing environmental technology systems,3
spa therapy 2009,3
mechanical ride operation,3
animal training,3
security risk advisers,3
generic units,3
courier,3
learning support staff,3
laboratory and associated technical activities suite 2,3
explosives substance and articles key role 10 2009,3
security and loss prevention 2007,3
engaging employers,3
older traditional and vulnerable building energy efficiency measures,3
waterproof membrane roofing systems construction,3
carving occupations,3
pre enterprise,3
h2s and other hazardous gases,3
addressing stalking,3
electrotechnical services instrumentation,3
air conditioning,3
fire and rescue addressing wildfire incidents,3
stock and despatch in food and drink operations,3
achieving excellence in sports performance,3
legal administration 2010,3
older people,3
fabrication and welding suite 3,3
fabricating steel structures plating,3
translation revised 2007,3
construction operations construction,3
valuation of residential property for secured lending,3
managing sport and active leisure 2006,3
common standards for the engineering construction industry,3
diabetic retinopathy,3
community fire safety,3
nos for air observers,3
business link gateway,3
erection of precast concrete construction,3
sports development,3
power transmission and distribution,3
preventing and tackling domestic and or sexual abuse violence,3
transportation of petro chemicals by road,3
providing advice on securities or derivatives in the non retail market,3
customer service 2010,3
electrotechnical services approved electrician status,2
security dog handling,2
security consultancy,2
"supervising hire and rental operations equipment, plant and tools",2
creative media generic skills,2
facilitating the personal development of athletes and players’,2
coaching and mentoring in a work environment v2,2
metal decking and stud welding occupations,2
offshore wind and marine installation and commissioning,2
independent travel training,2
highways maintenance construction,2
winter service,2
precognition operatives,2
supported housing,2
systems operations and management,2
offshore deck operations,2
others,2
consumer electrical and electronic products,2
falls and osteoporosis,2
childrens services,2
teleadvice,2
fitted interiors construction,2
"nos for the production of ors, decs and ars",2
cleaning and support services generic,2
housekeeping and front office,2
business support on structured business formats,2
fish and shellfish operations,2
cardiovascular disease,2
supportive and palliative care,2
performing engineering operations suite 1 2006,2
business continuity management 2014,2
tray fitting tower and column internals,2
spa therapy,2
specialist concrete occupations,2
"domestic natural gas, installation and maintenance",2
plant maintenance construction,1
laboratory science suite 3 2008,1
policing and law enforcement 2003,1
"commissioning, procurement and contracting",1
applied waterproof membranes construction,1
instructing physical activity and exercise 2009,1
road building construction,1
engineering surveying operations,1
vehicle hire and rental,1
sales,1
sports coaching level 2,1
accident repair joining,1
"livestock production, crofters and smallholders",1
camera 2007,1
construction operations,1
flight deck,1
performing engineering operations suite 2 2006,1
blacksmithing,1
utility metering,1
cynnwys y dysgwr,1
community wardens 2007,1
empty,1
domestic plumbing and heating,1
construction design management coordination level 4 nos,1
composite engineering suite 3,1
custodial healthcare,1
"technical theatre and live events stage, sound and lighting",1
welding pipework,1
business improvement techniques suite 2,1
animal care management,1
common core national occupational standards for the security industry,1
technical theatre and live performance stage technician,1
fire investigation,1
fibreboard operations,1
"machine printing, carton manufacture",1
company secretary,1
domestic energy assessors national occupational standards,1
proskills,1
"town planning, conservation and building control management",1
multi utility network operations,1
ma,1
craft,1
specialist concrete operations construction,1
mine ventilation and ground control engineering operations,1
customer service occupations,1
land based operations,1
wood and timber merchants,1
land based management,1
engineering leadership and management suite 3,1
original,1
freelance unit,1
animal care v2,1
events management,1
apparel manufacturing technologykey wordsapparel,1
fire and rescue sector control operations,1
stagehands in film and tv,1
health and safety unit,1
