index,NOS Title,One_suite,supersuite,hierarchical
cogesa1.8.pdf,submit proposals for research work for explosive substances and/or articles,explosive substances and articles,engineering,98
cogesa1.9.pdf,plan the research into explosive substances and/or articles,explosive substances and articles,engineering,98
cogesa10.1.1.pdf,contribute to efficiency in the workplace,explosive substances and articles,engineering,90
cogesa10.1.2.pdf,develop and maintain effective working relationships,explosive substances and articles,engineering,116
cogesa10.1.3.pdf,organize own work and maintain standards,explosive substances and articles,engineering,90
cogesa10.10.pdf,produce profiles of rock faces and landforms,explosive substances and articles,engineering,88
cogesa10.11.pdf,supervise the blasting operation,explosive substances and articles,engineering,85
cogesa10.12.pdf,design the complex explosive display,explosive substances and articles,engineering,76
cogesa10.13.pdf,design the explosive display,explosive substances and articles,engineering,76
cogesa10.14.pdf,prepare and position explosive effects,explosive substances and articles,engineering,100
cogesa10.16.pdf,initiate the explosive effect,explosive substances and articles,engineering,100
cogesa10.2.1.pdf,contribute to health and safety in the blasting workplace,explosive substances and articles,engineering,90
cogesa10.3.pdf,"receive, store and issue explosive materials",explosive substances and articles,engineering,89
cogesa10.4.pdf,receive and handle explosive materials on-site,explosive substances and articles,engineering,89
cogesa10.5.pdf,charge blast holes to specification,explosive substances and articles,engineering,85
cogesa10.6.pdf,blast to specification,explosive substances and articles,engineering,85
cogesa10.7.pdf,deal with misfires,explosive substances and articles,engineering,86
cogesa10.8.pdf,determine the blast requirements,explosive substances and articles,engineering,85
cogesa10.9.pdf,design and arrange for the authorization of the blast specification,explosive substances and articles,engineering,85
cogesa11.1.pdf,assess the explosive substances and/or articles for disposal,explosive substances and articles,engineering,101
cogesa11.10.pdf,dispose of explosive substances and/or articles by complex mechanical breakdown procedures,explosive substances and articles,engineering,101
cogesa11.10a.pdf,dispose of explosive substances and/or articles by non-complex mechanical breakdown procedures,explosive substances and articles,engineering,101
cogesa11.11.pdf,dispose of explosive substances and/or articles by complex chemical breakdown procedures,explosive substances and articles,engineering,101
cogesa11.11a.pdf,dispose of explosive substances and/or articles by non-complex chemical breakdown procedures,explosive substances and articles,engineering,101
cogesa11.12.pdf,dispose of explosive substances and/or articles by complex biological breakdown procedures,explosive substances and articles,engineering,101
cogesa11.12a.pdf,dispose of explosive substances and/or articles by non-complex biological breakdown procedures,explosive substances and articles,engineering,101
cogesa11.13.pdf,dispose of explosive substances and/or articles by complex burning procedures,explosive substances and articles,engineering,101
cogesa11.13a.pdf,dispose of explosive substances and/or articles by non-complex burning procedures,explosive substances and articles,engineering,101
cogesa11.14 .pdf,dispose of explosive substances and/or articles by complex incineration procedures,explosive substances and articles,engineering,101
cogesa11.14a.pdf,dispose of explosive substances and/or articles by non-complex incineration procedures,explosive substances and articles,engineering,101
cogesa11.15.pdf,dispose of explosive substances and/or articles by complex deflagration procedures,explosive substances and articles,engineering,101
cogesa11.15a.pdf,dispose of explosive substances and/or articles by non-complex deflagration procedures,explosive substances and articles,engineering,101
cogesa11.16.pdf,dispose of explosive substances and/or articles by complex detonation procedures,explosive substances and articles,engineering,101
cogesa11.16a.pdf,dispose of explosive substances and/or articles by non-complex detonation procedures,explosive substances and articles,engineering,101
cogesa11.17.pdf,dispose of explosive substances and/or articles by function as intended procedures,explosive substances and articles,engineering,101
cogesa11.19.pdf,carry out post-disposal tasks for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.2.pdf,determine the existence of a suitable disposal procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.20.pdf,contribute to post-disposal tasks for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.3.pdf,adapt an existing disposal procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.4.pdf,design a new disposal procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.5.pdf,plan the disposal of explosive substances and/or articles (complex),explosive substances and articles,engineering,101
cogesa11.6.pdf,plan the disposal of explosive substances and/or articles (non-complex),explosive substances and articles,engineering,101
cogesa11.7 .pdf,manage tasks for the disposal of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.8 .pdf,carry out pre-disposal tasks for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa11.9.pdf,contribute to pre-disposal tasks for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa12.1.pdf,plan munition clearance and search operations and programmes,explosive substances and articles,engineering,94
cogesa12.10a.pdf,assist in searching for specified targets,explosive substances and articles,engineering,94
cogesa12.11.pdf,contribute to removing the threat of munitions,explosive substances and articles,engineering,94
cogesa12.12.pdf,move and transport munitions,explosive substances and articles,engineering,94
cogesa12.13.pdf,contribute to the movement or transportation of munitions,explosive substances and articles,engineering,94
cogesa12.14.pdf,enable areas cleared of munitions or specified targets to be remediated,explosive substances and articles,engineering,94
cogesa12.15 .pdf,complete munitions or specified targets search reports,explosive substances and articles,engineering,94
cogesa12.17.pdf,assist with the movement and transportation of munitions,explosive substances and articles,engineering,94
cogesa12.18 .pdf,use and maintain search or munition clearance equipment,explosive substances and articles,engineering,94
cogesa12.19.pdf,"assist with the preparation, maintenance and use of search or munition clearance equipment",explosive substances and articles,engineering,94
cogesa12.1a.pdf,plan specified targets search operations,explosive substances and articles,engineering,94
cogesa12.2.pdf,manage munition clearance and search operations and programmes,explosive substances and articles,engineering,94
cogesa12.20 .pdf,work safely,explosive substances and articles,engineering,87
cogesa12.20.pdf,evacuate casualties,explosive substances and articles,engineering,95
cogesa12.2a .pdf,manage specified targets search operations,explosive substances and articles,engineering,94
cogesa12.3.pdf,evaluate and improve the effectiveness of munition clearance and search operations and programmes,explosive substances and articles,engineering,94
cogesa12.3a.pdf,organise and supervise the delivery of specified targets search plans,explosive substances and articles,engineering,94
cogesa12.4.pdf,provide advice on munition clearance and search related matters,explosive substances and articles,engineering,94
cogesa12.4a.pdf,evaluate the effectiveness of specified targets search operations,explosive substances and articles,engineering,107
cogesa12.5 .pdf,define the boundaries of the area to be searched for munitions,explosive substances and articles,engineering,94
cogesa12.5a.pdf,provide advice on specified targets search matters,explosive substances and articles,engineering,94
cogesa12.6.pdf,identify and record the location and disposition of potential munitions within boundaries,explosive substances and articles,engineering,94
cogesa12.6a.pdf,identify and describe the area to be searched,explosive substances and articles,engineering,94
cogesa12.7.pdf,contribute to locating the disposition of potential munitions,explosive substances and articles,engineering,94
cogesa12.7a.pdf,contribute to identifying and describing the area to be searched,explosive substances and articles,engineering,94
cogesa12.8.pdf,confirm the presence of munition(s),explosive substances and articles,engineering,94
cogesa12.9a.pdf,contribute to locating and gaining access to specified targets,explosive substances and articles,engineering,94
cogesa13.1.pdf,work effectively in a team involved in activities for explosive substances and/or articles,explosive substances and articles,engineering,97
cogesa13.10.pdf,make presentations on explosives matters,explosive substances and articles,engineering,97
cogesa13.11.pdf,hand over explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa13.12 .pdf,pack or re-pack explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa13.13.pdf,unpack explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa13.14.pdf,manage equipment in an explosives environment,explosive substances and articles,engineering,101
cogesa13.15.pdf,prepare and care for equipment in an explosives environment,explosive substances and articles,engineering,101
cogesa13.16.pdf,manage explosives safety,explosive substances and articles,engineering,101
cogesa13.17.pdf,certify as free from explosives hazards,explosive substances and articles,engineering,101
cogesa13.19 .pdf,work safely,explosive substances and articles,engineering,87
cogesa13.2.pdf,manage your own resources ,explosive substances and articles,engineering,117
cogesa13.20.pdf,develop your competence in working with munitions or specified targets,explosive substances and articles,engineering,117
cogesa13.3.pdf,manage your own resources and professional development ,explosive substances and articles,engineering,117
cogesa13.4.pdf,manage continuous improvement in activities for explosive substances and articles,explosive substances and articles,engineering,106
cogesa13.5 .pdf,allocate and check work in your team ,explosive substances and articles,engineering,118
cogesa13.6 .pdf,provide leadership for your team,explosive substances and articles,engineering,118
cogesa13.7.pdf,provide leadership in your area of responsibility ,explosive substances and articles,engineering,27
cogesa13.8.pdf,conduct an assessment of the risks in the workplace,explosive substances and articles,engineering,87
cogesa13.9.pdf,provide technical or safety advice and/or guidance to others on explosives,explosive substances and articles,engineering,97
cogesa2.1 .pdf,formulate national policy for explosive substances and articles,explosive substances and articles,engineering,101
cogesa2.10.pdf,develop the organizational safety policy and/or strategy for explosives,explosive substances and articles,engineering,101
cogesa2.11.pdf,implement the organizational safety policy and/or strategy for explosives,explosive substances and articles,engineering,101
cogesa2.12.pdf,analyse and identify aggregated hazards and risks for explosives,explosive substances and articles,engineering,99
cogesa2.13 .pdf,assess the suitability of explosives facilities,explosive substances and articles,engineering,96
cogesa2.14.pdf,determine and implement aggregated risk control measures for explosives,explosive substances and articles,engineering,101
cogesa2.15.pdf,implement risk control measures for explosive substances and/or articles safety,explosive substances and articles,engineering,101
cogesa2.16.pdf,develop and implement assurance systems for explosives safety,explosive substances and articles,engineering,123
cogesa2.17.pdf,carry out assurance audit of systems for explosives safety,explosive substances and articles,engineering,101
cogesa2.18.pdf,develop emergency response systems and procedures for explosives safety,explosive substances and articles,engineering,92
cogesa2.19.pdf,investigate explosives-related safety incidents,explosive substances and articles,engineering,91
cogesa2.2.pdf,determine the classification of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa2.20.pdf,contribute to the investigation of explosives safety incidents,explosive substances and articles,engineering,91
cogesa2.21.pdf,assess explosives licence applications,explosive substances and articles,engineering,97
cogesa2.22.pdf,prepare and submit an explosives licence application,explosive substances and articles,engineering,97
cogesa2.3 .pdf,make recommendations for the classification of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa2.4.pdf,review the factors affecting the safety of specific explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa2.5.pdf,make recommendations on the factors affecting the safety of specific explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa2.6.pdf,analyse the acceptability of safety control measures for specific explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa2.7.pdf,review safety control measures for specific explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa2.8.pdf,review an organization’s safety management system for explosives,explosive substances and articles,engineering,101
cogesa2.9.pdf,assess an organization’s explosives safety management system,explosive substances and articles,engineering,101
cogesa3.1 .pdf,establish the performance criteria for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.10 .pdf,manage the trial of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.11.pdf,manage the test of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.12.pdf,carry out pre-trial or pre-test tasks relating to explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.13 .pdf,contribute to pre-trial or pre-test tasks relating to relating to explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.14 .pdf,carry out trials of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.15.pdf,carry out tests of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.16 .pdf,contribute to conducting trial or test of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.17 .pdf,evaluate the results of trials of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.18.pdf,evaluate the results of tests of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.19.pdf,carry out post-trial or post-test tasks relating to explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.2.pdf,determine the existence of a suitable trial or test procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.20.pdf,contribute to post-trial or post-test tasks relating to explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.3.pdf,design a new trial procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.4.pdf,design a new test procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.5.pdf,adapt an existing trial procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.6.pdf,adapt an existing test procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.7.pdf,validate a trial or test procedure for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.8.pdf,plan the trial of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa3.9.pdf,plan the test of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa4.1.pdf,develop and update explosives standard operating procedure/s,explosive substances and articles,engineering,107
cogesa4.10.pdf,solve explosives process problems,explosive substances and articles,engineering,105
cogesa4.11.pdf,shut down the explosives process,explosive substances and articles,engineering,99
cogesa4.12.pdf,supervise the shutdown of explosives processing,explosive substances and articles,engineering,99
cogesa4.13.pdf,separate recoverable materials and waste produced by the explosive process,explosive substances and articles,engineering,99
cogesa4.14 .pdf,contribute to explosives standard operating procedure/s (sop),explosive substances and articles,engineering,102
cogesa4.2.pdf,contribute to the validation and optimization of new or modified explosives processes and equipment,explosive substances and articles,engineering,101
cogesa4.3.pdf,resolve explosives operational problems,explosive substances and articles,engineering,105
cogesa4.4.pdf,prepare the explosives process area and equipment,explosive substances and articles,engineering,99
cogesa4.5.pdf,move materials within the explosives process,explosive substances and articles,engineering,99
cogesa4.6.pdf,prepare explosives process materials,explosive substances and articles,engineering,99
cogesa4.7 .pdf,supervise the preparation of the explosives processing operation,explosive substances and articles,engineering,99
cogesa4.8.pdf,monitor and control explosives processing,explosive substances and articles,engineering,99
cogesa4.9.pdf,supervise explosives processing,explosive substances and articles,engineering,99
cogesa5.1.pdf,plan the maintenance programme for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.10.pdf,assess the feasibility of an explosive substance or article repair,explosive substances and articles,engineering,101
cogesa5.11.pdf,implement the complex repair of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.12.pdf,implement the routine repair of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.13.pdf,plan configuration activities for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.14.pdf,manage configuration activities for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.15.pdf,implement configuration activities for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.16.pdf,audit the effectiveness of configuration activities for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.2 .pdf,manage the maintenance programme for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.3.pdf,manage the maintenance plan for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.4.pdf,implement the inspection of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.5.pdf,implement the adjustment of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.6.pdf,implement the complex removal of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.7.pdf,implement the routine removal of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.8.pdf,implement the complex assembly of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa5.9.pdf,implement the routine assembly of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa6.1.pdf,identify the requirement and specification for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa6.2 .pdf,define the procurement strategy for explosive substances and/or articles,explosive substances and articles,engineering,104
cogesa6.3.pdf,contribute to the identification of the requirement and specification for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa6.4.pdf,identify potential suppliers of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa6.5.pdf,provide explosives-related technical input to assist in identifying potential suppliers and/or articles,explosive substances and articles,engineering,101
cogesa6.6.pdf,negotiate and award contracts for explosives substances and/or articles,explosive substances and articles,engineering,101
cogesa6.7.pdf,place orders for the supply of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa6.8.pdf,manage the contract for the supply of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa6.9 .pdf,ensure compliance with contract terms for the supply of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.1 .pdf,move explosive substances and/or articles manually,explosive substances and articles,engineering,101
cogesa7.10 .pdf,manage the receipt of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.11 .pdf,manage the storage of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.12.pdf,manage the despatch of explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.13.pdf,manage stock levels and stock inventories of explosive substances and/or articles,explosive substances and articles,engineering,129
cogesa7.14.pdf,audit stock levels and stock inventories for explosive substances and/or articles,explosive substances and articles,engineering,129
cogesa7.15.pdf,carry out stock checks of explosive substances and/or articles,explosive substances and articles,engineering,129
cogesa7.16.pdf,maintain stock control systems for explosive substances and/or articles,explosive substances and articles,engineering,129
cogesa7.17.pdf,operate specialized plant and machinery to performance requirements for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.18.pdf,"lift, transfer and position explosive substances and/or articles loads",explosive substances and articles,engineering,139
cogesa7.2.pdf,supervise the placing of explosive substances and/or articles into storage,explosive substances and articles,engineering,101
cogesa7.3.pdf,put explosive substances and/or articles into storage,explosive substances and articles,engineering,101
cogesa7.4.pdf,supervise the receiving of explosive substances and/or articles into storage,explosive substances and articles,engineering,101
cogesa7.5.pdf,supervise the maintenance of storage conditions for explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.6.pdf,maintain the quality of explosive substances and/or articles in storage,explosive substances and articles,engineering,101
cogesa7.7.pdf,select and prepare explosive substances and/or articles for despatch,explosive substances and articles,engineering,101
cogesa7.8.pdf,despatch explosive substances and/or articles,explosive substances and articles,engineering,101
cogesa7.9.pdf,"supervise the selection, preparation and despatch of explosive substances and/or articles",explosive substances and articles,engineering,101
cogesa8.10.pdf,maintain awareness of driving conditions,explosive substances and articles,engineering,54
cogesa8.11.pdf,operate the vehicle systems,explosive substances and articles,engineering,54
cogesa8.12.pdf,drive the vehicle on public roads  ,explosive substances and articles,engineering,54
cogesa8.13.pdf,drive the vehicle in restricted spaces,explosive substances and articles,engineering,54
cogesa8.14.pdf,couple and uncouple the vehicle,explosive substances and articles,engineering,52
cogesa8.14b.pdf,couple and uncouple the train,explosive substances and articles,engineering,103
cogesa8.15.pdf,escort the explosive substances and articles load,explosive substances and articles,engineering,139
cogesa8.1a.pdf,plan and manage the safe and secure transportation by road of explosive substances and articles,explosive substances and articles,engineering,101
cogesa8.1b.pdf,plan and manage the safe and secure transportation by rail of explosive substances and articles,explosive substances and articles,engineering,101
cogesa8.1c.pdf,plan and manage the safe and secure transportation by sea of explosive substances and articles,explosive substances and articles,engineering,101
cogesa8.1d .pdf,plan and manage the safe and secure transportation by air of explosive substances and articles,explosive substances and articles,engineering,101
cogesa8.2 .pdf,obtain information on explosive substances and articles load,explosive substances and articles,engineering,139
cogesa8.3a.pdf,plan the route and timings for the delivery and collection of explosive substances and articles by road,explosive substances and articles,engineering,137
cogesa8.3b.pdf,obtain information on the destination and schedule of the explosive load by rail,explosive substances and articles,engineering,137
cogesa8.3c .pdf,obtain information on the destination and schedule of the explosive load by sea,explosive substances and articles,engineering,137
cogesa8.3d.pdf,obtain information on the destination and schedule of the explosive load by air,explosive substances and articles,engineering,137
cogesa8.4 .pdf,load the vehicle with explosive substances and articles,explosive substances and articles,engineering,139
cogesa8.5.pdf,supervise the loading of the vehicle with explosive substances and articles by others,explosive substances and articles,engineering,139
cogesa8.6 .pdf,unload explosive substances and articles from the vehicle,explosive substances and articles,engineering,139
cogesa8.7 .pdf,supervise the unloading of explosive substances and articles from the vehicle by others,explosive substances and articles,engineering,139
cogesa8.8.pdf,complete pre-driving preparations ,explosive substances and articles,engineering,54
cogesa8.9.pdf,"maintain the safety and the security of the load, self and property",explosive substances and articles,engineering,139
cogesa9.1.pdf,define explosives facilities requirement,explosive substances and articles,engineering,96
cogesa9.2.pdf,ensure explosives facilities are fit for purpose,explosive substances and articles,engineering,96
cogesa9.3.pdf,conduct safety checks on explosives facilities,explosive substances and articles,engineering,96
cogesa9.4.pdf,develop and implement the explosives facility decommissioning plan,explosive substances and articles,engineering,96
cogesa9.5.pdf,conduct decommissioning tasks on explosives facility,explosive substances and articles,engineering,96
cogpoly1.pdf,prepare materials for processing according to instructions,polymer processing and related operations,engineering,112
cogpoly11.pdf,prepare to start up a machine-based production process,polymer processing and related operations,engineering,112
cogpoly12.pdf,start up and maintain a machine-based production process,polymer processing and related operations,engineering,112
cogpoly13.pdf,shutdown a machine-based production process,polymer processing and related operations,engineering,112
cogpoly14.pdf,select and prepare used products for processing,polymer processing and related operations,engineering,112
cogpoly15.pdf,prepare to produce products by hand-based operations,polymer processing and related operations,engineering,112
cogpoly17.pdf,finish products,polymer processing and related operations,engineering,112
cogpoly2.pdf,maintain stocks to specified levels,polymer processing and related operations,engineering,129
cogpoly24.pdf,assess data and produce reports,polymer processing and related operations,engineering,88
cogpoly25.pdf,contribute to the improvement of routine working practices,polymer processing and related operations,engineering,106
cogpoly27.pdf,carry out routine servicing procedures on polymer process plant and equipment,polymer processing and related operations,engineering,48
cogpoly29.pdf,configure and set processing systems to meet production requirements,polymer processing and related operations,engineering,112
cogpoly30.pdf,optimise standard operations which are under process control,polymer processing and related operations,engineering,112
cogpoly31.pdf,evaluate and modify processing parameters to meet process operations,polymer processing and related operations,engineering,112
cogpoly32.pdf,carry out complex manual operations,polymer processing and related operations,engineering,112
cogpoly33.pdf,evaluate and adjust manual operations,polymer processing and related operations,engineering,112
cogpoly34.pdf,carry out complex sampling operations,polymer processing and related operations,engineering,111
cogpoly35.pdf,carry out testing operations,polymer processing and related operations,engineering,111
cogpoly36.pdf,provide technical support,polymer processing and related operations,engineering,17
cogpoly37.pdf,lead the work of teams and individuals to achieve their objective,polymer processing and related operations,engineering,118
cogpoly38.pdf,plan polymer process activities,polymer processing and related operations,engineering,122
cogpoly39.pdf,"meet safety, health and environmental requirements in the workplace for the polymer industry",polymer processing and related operations,engineering,92
cogpoly42.pdf,contribute to the handover of production activities,polymer processing and related operations,engineering,29
cogpoly43.pdf,contribute to the efficiency and effectiveness of work,polymer processing and related operations,engineering,116
cogpoly45.pdf,establish and maintain effective working relationships in polymer processing and related operations,polymer processing and related operations,engineering,116
cogpoly47.pdf,rectify process problems,polymer processing and related operations,engineering,105
cogpoly5.pdf,contribute to a machine-based processing operation,polymer processing and related operations,engineering,112
cogpoly6.pdf,carry out a hand-based processing operation,polymer processing and related operations,engineering,112
cogpoly7.pdf,finish production components,polymer processing and related operations,engineering,112
cogpoly8.pdf,pack and store production components,polymer processing and related operations,engineering,112
cogpoly9.pdf,"accept, verify and store materials required for process operations",polymer processing and related operations,engineering,113
cogppro1.pdf,unit 1: prepare materials for processing according to instructions within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro10.pdf,unit 10: supply materials required for process operations within polymer processing and related operations,polymer processing and related operations,engineering,129
cogppro12.pdf,unit 12: start up and maintain a machine-based production process within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro13.pdf,unit 13: shutdown a machine-based production process within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro15.pdf,unit 15: prepare to produce products by hand-based operations within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro16.pdf,unit 16: produce products using hand-based operations within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro17.pdf,unit 17: finish products within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro18.pdf,unit 18: inspect products within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro19.pdf,unit 19: prepare to configure processing equipment within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro20.pdf,unit 20: configure processing equipment within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro22.pdf,unit 22: carry out simple sampling operations within polymer processing and related operations,polymer processing and related operations,engineering,111
cogppro23.pdf,unit 23: carry out simple testing operations within polymer processing and related operations,polymer processing and related operations,engineering,111
cogppro25.pdf,unit 25: contribute to the improvement of routine working practices within polymer processing and related operations,polymer processing and related operations,engineering,106
cogppro28.pdf,unit 28: pick polymer stock and make up orders within polymer processing and related operations,polymer processing and related operations,engineering,129
cogppro29.pdf,unit 29: configure and set processing systems to meet production requirements within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro31.pdf,unit 31: evaluate and modify processing parameters to meet process operations within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro32.pdf,unit 32: carry out complex manual operations within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro34.pdf,unit 34: carry out complex sampling operations within polymer processing and related operations,polymer processing and related operations,engineering,111
cogppro35.pdf,unit 35: carry out testing operations within polymer processing and related operations,polymer processing and related operations,engineering,111
cogppro36.pdf,unit 36: provide technical support within polymer processing and related operations,polymer processing and related operations,engineering,17
cogppro38.pdf,unit 38: plan polymer process activities within polymer processing and related operations,polymer processing and related operations,engineering,122
cogppro4.pdf,unit 4: prepare for a processing operation within polymer processing and related operations,polymer processing and related operations,engineering,112
cogppro40.pdf,unit 40: establish and maintain effective working relationships within polymer processing and related operations,polymer processing and related operations,engineering,116
cogppro46.pdf,unit 46: contribute to the continuous improvement of the business within polymer processing and related operations,polymer processing and related operations,engineering,106
